uf;cod;municipio;qtd_2004;vlr_2004;qtd_2005;vlr_2005;qtd_2006;vlr_2006;qtd_2007;vlr_2007;qtd_2008;vlr_2008;qtd_2009;vlr_2009;qtd_2010;vlr_2010
MG;316500;SÃO TIAGO;457;172105;548;366678;668;387084.00;576;370177;416;324730.00;407;300659.00;438;334115.00
MG;316510;SÃO TOMÁS DE AQUINO;230;102000;395;225406;427;255030.00;396;290044;394;337608.00;494;399363.00;457;408435.00
RN;241290;SÃO TOMÉ;1132;840552;1219;940804;1340;986002.00;1821;1349307;1864;1812178.00;1696;1941939.00;1774;2104862.00
PR;412610;SÃO TOMÉ;156;50504;300;130437;309;160371.00;247;184676;191;173202.00;197;167780.00;151;152590.00
RS;431970;SÃO VALENTIM;158;123206;223;134626;262;195941.00;218;179204;174;178430.00;216;216950.00;186;236845.00
RS;431971;SÃO VALENTIM DO SUL;24;8793;46;19074;62;39985.00;54;46686;43;45570.00;63;61492.00;63;67152.00
TO;172049;SÃO VALÉRIO DA NATIVIDADE;247;197855;250;208438;281;216143.00;500;339843;527;562898.00;660;674366.00;664;774963.00
RS;431973;SÃO VALÉRIO DO SUL;127;46379;200;128504;204;169958.00;219;195875;221;238406.00;239;268157.00;225;292519.00
RS;431975;SÃO VENDELINO;13;1369;15;7450;8;6700.00;7;4973;3;4006.00;2;1270.00;3;880.00
RN;241300;SÃO VICENTE;660;514272;767;543204;905;669479.00;866;744187;840;835986.00;829;892582.00;867;989265.00
SP;355100;SÃO VICENTE;3785;1608740;8965;3946169;11181;7121345.00;10994;8224353;9130;9524805.00;13159;11437586.00;12152;11699709.00
MG;316530;SÃO VICENTE DE MINAS;307;133579;480;289008;552;333643.00;505;350946;454;391923.00;494;417075.00;541;529848.00
RS;431980;SÃO VICENTE DO SUL;523;274264;654;421730;751;529716.00;816;647513;741;733734.00;708;746230.00;756;851474.00
PE;261380;SÃO VICENTE FERRER;777;576107;839;617012;1590;952416.00;2249;1758220;2329;2407154.00;2443;2771691.00;2570;3221256.00
MA;211170;SÃO VICENTE FERRER;1029;315204;2011;1441057;2697;2188194.00;2806;2581309;2870;3098846.00;3492;3664642.00;3635;4469915.00
PB;251530;SAPÉ;2129;1378595;2554;1926797;6545;3756842.00;6613;5423307;6315;6553932.00;6379;7046363.00;6047;7303481.00
BA;292960;SAPEAÇU;1129;758128;1466;1086649;2197;1541957.00;2136;1814464;2010;2102968.00;2133;2226958.00;2312;2736681.00
MT;510787;SAPEZAL;143;27703;218;107256;216;129395.00;246;149520;209;175746.00;484;262416.00;434;375936.00
RS;431990;SAPIRANGA;1351;758453;1832;1008928;1872;1149232.00;1714;1202876;1772;1481782.00;3314;2696146.00;3563;4551375.00
PR;412620;SAPOPEMA;443;303905;643;345088;662;420718.00;628;454742;525;489908.00;669;556284.00;672;635788.00
RJ;330540;SAPUCAIA;439;179750;941;474270;1132;761943.00;1092;937739;1026;1052388.00;1078;984079.00;1141;1325875.00
PA;150775;SAPUCAIA;143;91781;148;109314;273;137573.00;330;244040;319;331572.00;441;426158.00;477;526944.00
RS;432000;SAPUCAIA DO SUL;3499;1739650;4602;2695158;4171;3060308.00;3015;2714897;2613;2655084.00;3350;3191707.00;3945;3954482.00
MG;316540;SAPUCAÍ-MIRIM;152;80140;281;155718;371;213365.00;375;244831;397;332290.00;500;427243.00;532;526556.00
RJ;330550;SAQUAREMA;1572;1060365;2617;1403321;2922;1929241.00;2797;2246502;2516;2559204.00;4857;3580689.00;4640;4937802.00
RS;432010;SARANDI;440;222126;764;380247;768;452843.00;734;501091;633;598990.00;1036;821911.00;1108;1058241.00
PR;412625;SARANDI;3373;1267700;3971;2376967;3802;2461440.00;3086;2500188;2736;2449858.00;5500;3561289.00;4541;4124450.00
SP;355110;SARAPUÍ;374;136643;425;282698;561;341415.00;505;383940;479;439110.00;415;418537.00;458;456755.00
MG;316550;SARDOÁ;247;150972;406;268001;492;415083.00;469;452766;440;501850.00;547;489833.00;522;641308.00
SP;355120;SARUTAIÁ;102;12850;113;66032;258;116043.00;295;175172;277;245344.00;289;286035.00;292;325546.00
MG;316553;SARZEDO;460;202226;744;368005;798;436184.00;726;464777;665;530430.00;687;596284.00;672;592065.00
BA;292970;SÁTIRO DIAS;1164;965034;1440;1177393;2068;1591648.00;2505;2187199;2500;2794686.00;2648;3045846.00;2779;3415606.00
AL;270890;SATUBA;604;387445;671;467024;1106;725000.00;1227;964914;1249;1231396.00;1530;1566161.00;1578;1818845.00
MA;211172;SATUBINHA;182;150839;670;325450;1292;958629.00;1334;1253517;1340;1467087.00;1335;1609833.00;1389;1770382.00
BA;292975;SAUBARA;888;497193;1142;775679;1143;857392.00;1227;976880;1208;1194816.00;1455;1436469.00;1561;1798255.00
PR;412627;SAUDADE DO IGUAÇU;182;113253;260;184294;253;210728.00;243;208495;224;239665.00;300;298587.00;330;358916.00
SC;421730;SAUDADES;171;95091;183;145363;192;163554.00;176;148475;155;150126.00;146;146734.00;144;145250.00
BA;292980;SAÚDE;1612;906136;1879;1371706;2086;1522564.00;2081;1784007;1981;2039202.00;2053;2235918.00;1956;2372394.00
SC;421740;SCHROEDER;113;50191;138;84699;132;83419.00;143;96859;123;106182.00;176;139357.00;183;160047.00
BA;292990;SEABRA;3973;3179964;4733;3378639;5730;4419568.00;5705;5026021;5535;5958082.00;5642;6387415.00;6020;7456762.00
SC;421750;SEARA;262;174705;406;204818;409;275791.00;409;301678;297;268392.00;384;323086.00;429;365469.00
SP;355130;SEBASTIANÓPOLIS DO SUL;75;14618;128;51380;102;57790.00;106;52872;87;64098.00;89;81585.00;95;87420.00
PI;221062;SEBASTIÃO BARROS;423;393640;463;394699;666;444874.00;670;603374;650;716524.00;864;867633.00;825;1044674.00
BA;293000;SEBASTIÃO LARANJEIRAS;853;683604;994;776640;1199;916035.00;1163;1030506;1142;1222214.00;1490;1477412.00;1562;1798874.00
PI;221063;SEBASTIÃO LEAL;334;186482;432;254497;526;378418.00;622;495225;652;624536.00;646;725264.00;646;781826.00
RS;432020;SEBERI;554;241577;784;485094;987;629025.00;854;725654;838;774220.00;1025;933629.00;1054;1080828.00
RS;432023;SEDE NOVA;143;79613;214;121754;201;145573.00;210;162856;186;188270.00;203;218907.00;219;237967.00
RS;432026;SEGREDO;190;81449;357;189474;526;308827.00;434;374944;458;453310.00;584;553165.00;543;640060.00
RS;432030;SELBACH;65;32498;126;55182;132;78070.00;125;82606;96;89436.00;147;118151.00;148;144556.00
MS;500780;SELVÍRIA;65;49560;165;70109;290;144014.00;344;203370;406;304162.00;478;397336.00;428;447529.00
MG;316556;SEM-PEIXE;270;54712;322;217667;318;224233.00;316;233341;268;263330.00;279;281263.00;291;332432.00
MA;211174;SENADOR ALEXANDRE COSTA;447;441743;651;498420;1336;990114.00;1442;1310423;1342;1550220.00;1338;1678113.00;1519;1958342.00
MG;316557;SENADOR AMARAL;166;54138;174;123608;388;249679.00;400;314943;414;374894.00;510;469452.00;524;557194.00
GO;522045;SENADOR CANEDO;1527;343989;2007;1190974;2898;1706936.00;2671;2028462;2347;2222050.00;4986;3637401.00;5202;4737119.00
MG;316560;SENADOR CORTES;123;66844;138;93789;166;99821.00;140;96533;148;117144.00;143;129308.00;156;141834.00
RN;241310;SENADOR ELÓI DE SOUZA;444;143641;500;391838;605;456675.00;671;593839;734;769020.00;806;942166.00;975;1164857.00
MG;316570;SENADOR FIRMINO;494;227785;648;428054;706;504355.00;672;523506;617;599410.00;628;654180.00;729;842589.00
RN;241320;SENADOR GEORGINO AVELINO;196;157593;247;164225;325;207514.00;333;238891;302;297687.00;405;364832.00;436;506250.00
AC;120045;SENADOR GUIOMARD;590;347540;684;477891;1710;931322.00;2217;1542870;2250;2410406.00;2330;2764430.00;2194;2845329.00
MG;316580;SENADOR JOSÉ BENTO;61;26377;85;43431;107;64877.00;98;80930;90;89276.00;100;95670.00;108;93157.00
PA;150780;SENADOR JOSÉ PORFÍRIO;365;230952;855;529336;1102;720731.00;1574;1239537;1771;2039490.00;1759;2247817.00;1824;2496664.00
MA;211176;SENADOR LA ROCQUE;1187;1010021;1498;1210822;2268;1619532.00;2274;2139492;2211;2582021.00;3118;3240723.00;3031;4189672.00
MG;316590;SENADOR MODESTINO GONÇALVES;562;311706;562;503245;667;531879.00;611;592592;577;644717.00;604;666315.00;649;779832.00
CE;231270;SENADOR POMPEU;3084;2134029;3724;2697606;4344;3283302.00;4077;3440803;3913;3948576.00;4208;4595102.00;4055;4795448.00
AL;270895;SENADOR RUI PALMEIRA;1401;837034;1887;1392234;1975;1763189.00;1983;1821271;1992;2225952.00;2018;2422045.00;2137;2615314.00
CE;231280;SENADOR SÁ;753;531214;912;727782;975;857414.00;1004;908133;959;1073792.00;1054;1263268.00;1063;1372641.00
RS;432032;SENADOR SALGADO FILHO;183;81099;207;124905;250;165531.00;251;191917;227;217880.00;254;238924.00;255;273190.00
AC;120050;SENA MADUREIRA;1147;848120;1452;1103186;2953;2120910.00;3275;2756638;3386;3841724.00;4435;4583012.00;4368;5692705.00
PR;412630;SENGÉS;1033;463960;1411;673958;1347;896092.00;1234;996689;1169;1066761.00;1762;1456139.00;1737;1809249.00
MG;316600;SENHORA DE OLIVEIRA;346;159584;518;346293;628;392429.00;534;417744;532;483396.00;563;549486.00;585;610860.00
MG;316610;SENHORA DO PORTO;187;79718;283;176572;391;253348.00;411;310821;386;395085.00;403;442606.00;412;484117.00
MG;316620;SENHORA DOS REMÉDIOS;774;307044;1040;717207;1149;854431.00;1054;950101;1089;1032398.00;1131;1159842.00;1115;1244332.00
BA;293010;SENHOR DO BONFIM;6321;5075287;7891;5305291;8993;6433038.00;8433;7184682;8047;8207650.00;9216;9035232.00;9482;11018941.00
RS;432035;SENTINELA DO SUL;136;37458;178;112537;367;150110.00;396;335506;398;412800.00;539;483073.00;530;573972.00
BA;293020;SENTO SÉ;2007;864324;2684;1829581;3559;2627244.00;3849;3362637;3647;4084682.00;5742;5536738.00;5869;7509548.00
RS;432040;SERAFINA CORRÊA;70;33231;95;51654;114;56579.00;129;67194;112;77776.00;195;138895.00;155;165689.00
MG;316630;SERICITA;337;198526;335;271845;507;322359.00;565;493483;591;619954.00;831;770419.00;809;936472.00
PB;251540;SERIDÓ;899;832997;923;825733;1295;1042068.00;1252;1166812;1213;1339544.00;1402;1425962.00;1380;1716986.00
RO;110150;SERINGUEIRAS;898;229826;1184;758791;1126;883841.00;1102;1015392;1005;1230256.00;1648;1644430.00;1411;1916747.00
RS;432045;SÉRIO;25;5365;83;37167;97;50779.00;95;61746;92;77064.00;87;85960.00;82;87867.00
MG;316640;SERITINGA;107;48518;148;90499;130;87810.00;106;77559;82;73006.00;84;73987.00;80;81691.00
RJ;330555;SEROPÉDICA;1585;697725;1849;1469737;2762;2068064.00;3272;2772897;3078;3352460.00;5166;4549895.00;5531;6188079.00
ES;320500;SERRA;10321;6259471;11067;8154260;16144;8947613.00;16375;11605549;16973;14763306.00;20127;18235233.00;19324;19914235.00
SC;421755;SERRA ALTA;94;85500;95;85140;115;90380.00;116;91328;97;93126.00;104;97661.00;101;100396.00
SP;355140;SERRA AZUL;28;19362;83;36590;312;154237.00;326;272373;275;323850.00;488;401002.00;510;479459.00
MG;316650;SERRA AZUL DE MINAS;193;179335;310;208790;335;290008.00;303;293492;324;358290.00;418;436029.00;443;586306.00
PB;251550;SERRA BRANCA;1478;887762;1729;1203003;1918;1360050.00;1785;1483097;1731;1722472.00;1752;1853569.00;1992;2263886.00
PB;251560;SERRA DA RAIZ;417;353755;492;360435;507;389289.00;514;427630;428;457174.00;471;499773.00;493;559643.00
MG;316660;SERRA DA SAUDADE;41;14033;61;30511;51;34728.00;47;33439;40;36040.00;44;36633.00;32;29923.00
RN;241330;SERRA DE SÃO BENTO;403;364936;737;448431;798;650766.00;863;746098;878;935898.00;913;1039959.00;855;1062358.00
RN;241335;SERRA DO MEL;215;170565;844;397572;1053;815025.00;1003;932631;990;1072302.00;1134;1253568.00;1352;1665650.00
AP;160005;SERRA DO NAVIO;95;70618;96;77782;127;93199.00;259;162418;364;334819.00;353;446241.00;321;441579.00
BA;293015;SERRA DO RAMALHO;594;427568;594;487222;3334;2157884.00;3579;3219217;4476;4753585.00;4432;5560193.00;4244;5641058.00
MG;316670;SERRA DOS AIMORÉS;622;282839;736;498098;896;554997.00;903;645508;826;751262.00;913;898690.00;876;956066.00
MG;316680;SERRA DO SALITRE;434;186761;636;392731;704;469329.00;664;542119;627;653088.00;803;820214.00;787;990945.00
BA;293030;SERRA DOURADA;1839;1520895;2409;1706564;2778;2243557.00;2772;2513202;2761;2957382.00;2651;3154580.00;2522;3206864.00
PB;251570;SERRA GRANDE;270;239058;288;238461;401;308953.00;351;344110;361;389236.00;463;472044.00;465;583308.00
SP;355150;SERRANA;678;193078;896;483988;1194;687267.00;1048;738944;449;526242.00;556;437171.00;841;642430.00
SP;355160;SERRA NEGRA;309;154729;510;251453;619;328769.00;364;269373;520;331632.00;696;483243.00;710;613744.00
RN;241340;SERRA NEGRA DO NORTE;668;455004;882;596505;1088;750174.00;1035;849592;996;972253.00;989;1056321.00;1052;1208042.00
MG;316690;SERRANIA;286;100111;373;180253;332;174794.00;326;183983;381;262656.00;458;353921.00;570;465361.00
MA;211178;SERRANO DO MARANHÃO;813;607384;1360;962474;1726;1480087.00;1840;1684317;1930;2123684.00;2019;2449570.00;1889;2453818.00
GO;522050;SERRANÓPOLIS;147;49883;224;115853;302;138493.00;330;182490;282;224592.00;345;248269.00;418;361501.00
MG;316695;SERRANÓPOLIS DE MINAS;391;295614;399;339664;522;385277.00;473;432844;450;481614.00;540;567644.00;642;750468.00
PR;412635;SERRANÓPOLIS DO IGUAÇU;134;31522;177;60754;249;129290.00;234;188672;227;209712.00;174;187169.00;190;202054.00
MG;316700;SERRANOS;133;57296;163;114477;204;119122.00;182;126769;158;134614.00;175;149645.00;222;193589.00
MT;510788;SERRA NOVA DOURADA;20;12601;34;18638;63;41491.00;67;46791;73;63494.00;123;96177.00;138;138920.00
BA;293040;SERRA PRETA;1659;1093634;2043;1518688;2495;2046773.00;2424;2247978;2341;2630860.00;2487;3005955.00;2401;3105610.00
PB;251580;SERRA REDONDA;916;640205;1124;790236;1100;865991.00;1066;907022;1277;1217400.00;1286;1416894.00;1279;1502655.00
PB;251590;SERRARIA;750;544824;932;705984;1137;915346.00;1046;964849;1079;1167736.00;1052;1257770.00;976;1210401.00
PE;261390;SERRA TALHADA;6480;4928619;8444;5714284;10573;7836108.00;10172;8675410;9623;9847133.00;10323;10682020.00;9772;11026983.00
RN;241350;SERRINHA;792;437470;1036;719008;1228;973152.00;1252;1073792;1233;1321326.00;1126;1351186.00;1205;1461747.00
BA;293050;SERRINHA;5750;4183316;6461;5157911;8728;6425353.00;8389;7494721;7370;8277325.00;9802;10000713.00;8320;10659023.00
RN;241355;SERRINHA DOS PINTOS;377;263348;604;369554;749;552482.00;755;644379;736;747481.00;758;816432.00;740;854941.00
PE;261400;SERRITA;1629;1141957;1856;1499302;2524;2056695.00;2329;2333198;2260;2608951.00;2640;2955204.00;2810;3573370.00
MG;316710;SERRO;1787;1423135;2080;1737874;1977;1742005.00;2026;1759051;1917;2053713.00;1823;2187506.00;1878;2233462.00
BA;293060;SERROLÂNDIA;395;297049;1580;614166;2034;1450957.00;2245;1675251;2335;2262397.00;2014;2311989.00;2061;2347681.00
PR;412640;SERTANEJA;356;107311;391;186139;403;188587.00;362;208416;299;240584.00;307;257225.00;307;253395.00
PE;261410;SERTÂNIA;3977;2560127;4445;3444831;4269;3332334.00;4451;3735939;4978;5055729.00;5573;5783700.00;5551;6558040.00
PR;412650;SERTANÓPOLIS;579;161993;817;385853;845;610775.00;701;640034;669;640234.00;785;745781.00;906;969579.00
RS;432050;SERTÃO;255;87771;361;214728;382;247010.00;354;267888;315;303046.00;313;336339.00;329;359521.00
RS;432055;SERTÃO SANTANA;93;56001;217;95652;289;168030.00;300;207484;293;269226.00;391;347100.00;365;423144.00
SP;355170;SERTÃOZINHO;1530;524569;1831;1025631;2073;1123808.00;1828;1125759;1279;1143517.00;1578;1119592.00;2479;1748769.00
PB;251593;SERTÃOZINHO;482;325212;582;391357;636;467960.00;580;500857;580;600256.00;554;640473.00;569;686608.00
SP;355180;SETE BARRAS;883;281099;1025;659354;1476;896875.00;1411;1134612;1251;1258136.00;1216;1228932.00;1187;1361414.00
RS;432057;SETE DE SETEMBRO;170;95330;213;141917;248;166048.00;205;170633;224;185602.00;211;198648.00;220;219273.00
MG;316720;SETE LAGOAS;6031;2145473;7434;4095900;7697;4707534.00;7962;5647362;6792;6741254.00;8930;7802497.00;8518;7858261.00
MS;500770;SETE QUEDAS;63;54150;129;85180;678;348230.00;649;523393;621;648616.00;626;631764.00;736;788406.00
MG;316555;SETUBINHA;743;616965;915;735968;1074;948137.00;1060;1054177;1047;1244022.00;1225;1436392.00;1430;1852614.00
RS;432060;SEVERIANO DE ALMEIDA;90;55882;102;63857;87;72976.00;87;68839;86;77818.00;85;81566.00;73;75929.00
RN;241360;SEVERIANO MELO;1073;723415;1367;949163;1430;1091042.00;1447;1185624;1323;1330615.00;1306;1477227.00;1135;1376533.00
SP;355190;SEVERÍNIA;318;97088;308;206798;429;202071.00;459;261612;503;333628.00;588;457807.00;739;619877.00
SC;421760;SIDERÓPOLIS;140;81832;226;102985;217;130527.00;212;132839;176;146548.00;252;196598.00;196;184116.00
MS;500790;SIDROLÂNDIA;476;384315;877;430695;1743;1047823.00;1723;1364217;1745;1710137.00;2832;2332749.00;3032;3220810.00
PI;221065;SIGEFREDO PACHECO;420;276994;1010;615641;1472;923452.00;1529;1286283;1699;1626412.00;1677;1886311.00;1713;2033887.00
RJ;330560;SILVA JARDIM;299;122355;691;418652;735;541839.00;907;638827;1416;1189624.00;1915;1823714.00;2184;2540841.00
GO;522060;SILVÂNIA;978;328629;1519;853135;1258;950950.00;1112;964735;1248;1125892.00;1164;1282992.00;1406;1527060.00
TO;172065;SILVANÓPOLIS;91;48489;277;112569;498;305002.00;556;443189;547;574164.00;534;623429.00;587;711231.00
RS;432065;SILVEIRA MARTINS;72;43807;104;52806;84;74245.00;64;59523;74;65058.00;77;74202.00;88;91771.00
MG;316730;SILVEIRÂNIA;145;63071;186;111781;191;117385.00;171;124584;152;134284.00;182;160652.00;186;167013.00
SP;355200;SILVEIRAS;167;68877;263;151947;343;179109.00;414;252772;382;318486.00;400;357614.00;399;359094.00
AM;130400;SILVES;262;236916;267;238476;628;389443.00;787;740147;766;895224.00;838;1059256.00;914;1273521.00
MG;316740;SILVIANÓPOLIS;237;106410;338;172906;375;206226.00;327;209941;290;238840.00;369;286941.00;330;324773.00
SE;280710;SIMÃO DIAS;2360;1940558;3650;2643387;5272;4144949.00;5242;4880528;5073;5598460.00;5078;6135216.00;5213;6535099.00
MG;316750;SIMÃO PEREIRA;19;5605;136;41414;150;83029.00;151;97313;148;115362.00;181;140564.00;206;171375.00
PI;221070;SIMÕES;1827;1560957;1875;1704029;2295;1920524.00;2358;2208595;2325;2574235.00;2230;2747104.00;2383;3043663.00
BA;293070;SIMÕES FILHO;4745;3063454;5045;3965310;8710;5789432.00;9090;7038744;9015;8458733.00;9014;9688720.00;10796;10881658.00
GO;522068;SIMOLÂNDIA;195;147641;190;160929;671;421028.00;741;682230;730;830505.00;833;959643.00;898;1144510.00
MG;316760;SIMONÉSIA;966;627916;1395;900787;1534;1060660.00;1463;1042132;1359;1078010.00;1838;1354078.00;1811;1604978.00
PI;221080;SIMPLÍCIO MENDES;784;692295;1133;737394;1438;1108880.00;1441;1272041;1379;1446066.00;1611;1693331.00;1738;2103091.00
RS;432067;SINIMBU;329;139781;444;263743;333;249782.00;270;214832;214;189864.00;174;190549.00;169;192848.00
MT;510790;SINOP;989;301780;1130;618149;1809;856755.00;1724;1049620;1624;1233370.00;1595;1302435.00;2582;1767773.00
PR;412660;SIQUEIRA CAMPOS;680;232178;1015;504632;1078;596837.00;962;648941;938;747502.00;976;842506.00;1016;925536.00
PE;261420;SIRINHAÉM;2416;1190077;2631;1927962;3695;2148494.00;3930;2993283;3966;3722319.00;4328;4374554.00;4323;4810357.00
SE;280720;SIRIRI;566;299422;801;497697;971;702279.00;955;861529;904;995632.00;1059;1111918.00;1094;1333738.00
GO;522070;SÍTIO D´ABADIA;;;44;2378;293;127674.00;300;219345;289;283460.00;358;342561.00;398;435007.00
BA;293075;SÍTIO DO MATO;1184;778435;1508;1141879;1684;1397611.00;1606;1525860;1590;1797694.00;1908;2033480.00;1988;2504689.00
BA;293076;SÍTIO DO QUINTO;1263;860488;1841;1303299;2064;1689263.00;2150;1914035;2114;2213984.00;2196;2504479.00;2379;2809082.00
MA;211180;SÍTIO NOVO;440;87534;1141;501096;2141;1585757.00;2172;2101400;2121;2474468.00;2297;2708700.00;2592;3363580.00
RN;241370;SÍTIO NOVO;397;157409;624;386796;781;578313.00;768;679951;703;751206.00;816;829736.00;844;979543.00
TO;172080;SÍTIO NOVO DO TOCANTINS;828;642718;1145;790121;1275;1057879.00;1239;1157163;1099;1264788.00;1418;1473537.00;1405;1752183.00
RS;432070;SOBRADINHO;722;356900;1041;596984;951;626998.00;822;621523;782;639983.00;892;703259.00;901;810621.00
BA;293077;SOBRADINHO;1555;1082973;2032;1472180;2045;1726663.00;2093;1854789;2193;2223601.00;2698;2732689.00;2755;3416857.00
PB;251597;SOBRADO;623;486121;762;542509;1145;829128.00;1100;999794;1066;1153468.00;961;1184688.00;983;1186453.00
CE;231290;SOBRAL;8480;5167719;15177;9202684;18317;13054908.00;17194;14415611;15769;16248256.00;18258;17944797.00;18483;19861348.00
MG;316770;SOBRÁLIA;424;136821;649;341316;691;454910.00;677;496700;666;627802.00;650;683938.00;682;766940.00
SP;355210;SOCORRO;863;315968;991;570713;1135;618863.00;1068;731450;1067;886584.00;973;941734.00;1021;975761.00
PI;221090;SOCORRO DO PIAUÍ;541;342538;585;490826;543;533186.00;757;620938;799;823125.00;900;948760.00;897;1076728.00
PB;251600;SOLÂNEA;3328;2594950;4005;2911636;3887;2941123.00;3917;3125167;3867;3726336.00;3709;3987955.00;3509;4059013.00
RS;432080;SOLEDADE;1491;731536;1835;1268874;2012;1537218.00;1769;1504349;1794;1671275.00;1756;1763488.00;1802;1926091.00
PB;251610;SOLEDADE;1372;1137903;1458;1079028;1472;1298073.00;1678;1441407;1858;1959565.00;1852;2096464.00;1771;2183183.00
MG;316780;SOLEDADE DE MINAS;320;129437;411;258204;397;241217.00;368;227934;321;246636.00;327;270007.00;297;273770.00
PE;261440;SOLIDÃO;278;170005;584;326179;1097;855977.00;1076;988787;1005;1143078.00;1020;1215904.00;1002;1277526.00
CE;231300;SOLONÓPOLE;1730;1132805;2470;1628793;2654;2048054.00;2493;2125057;2210;2286985.00;2336;2469128.00;2559;2770940.00
SC;421770;SOMBRIO;647;288686;846;475291;802;451072.00;868;539843;758;626686.00;986;706344.00;1033;901275.00
MS;500793;SONORA;148;112380;360;152869;499;248683.00;496;298381;506;431000.00;753;613382.00;891;853698.00
ES;320501;SOORETAMA;288;271410;650;333653;1750;1084810.00;1666;1297264;1408;1495454.00;2113;1830880.00;2214;2243821.00
SP;355220;SOROCABA;6671;2761124;11348;5809665;13530;8633022.00;12255;9657806;10132;10374590.00;15125;13104278.00;13076;12750587.00
MT;510792;SORRISO;679;321115;1027;588263;956;642410.00;1067;764452;842;814167.00;2229;1530444.00;1646;1848313.00
PB;251615;SOSSÊGO;352;265304;403;320558;539;392455.00;515;449263;499;518920.00;519;575945.00;627;655202.00
PA;150790;SOURE;1321;876221;1589;1226276;2089;1569716.00;2003;1870455;1947;2228084.00;2210;2557759.00;2467;3250995.00
PB;251620;SOUSA;4955;3488274;6540;4220778;8694;6012017.00;8701;7056581;8769;8434198.00;8268;9014739.00;8592;9925191.00
BA;293080;SOUTO SOARES;1819;1410963;1833;1631150;2344;1903405.00;2250;2143394;2154;2389035.00;2725;2720815.00;2854;3443679.00
TO;172085;SUCUPIRA;115;66111;128;83688;193;108665.00;190;125907;170;144770.00;178;163261.00;153;167719.00
MA;211190;SUCUPIRA DO NORTE;787;186618;1295;892405;1548;1295920.00;1668;1523716;1643;1840208.00;1634;1996989.00;1773;2255179.00
MA;211195;SUCUPIRA DO RIACHÃO;373;295858;398;285415;821;549860.00;835;732439;800;881035.00;792;1006376.00;768;1026209.00
SP;355230;SUD MENNUCCI;159;60139;225;113718;268;136123.00;225;136418;164;137300.00;134;123127.00;119;110172.00
SC;421775;SUL BRASIL;182;90689;198;138405;203;146186.00;219;164514;184;168052.00;183;152329.00;198;164577.00
PR;412665;SULINA;221;109651;279;162952;236;172654.00;210;168711;212;205746.00;258;257365.00;259;304716.00
SP;355240;SUMARÉ;4278;1579425;5610;3316163;5893;3798042.00;5922;4197601;4900;4656364.00;5005;4743365.00;7127;5896658.00
PB;251630;SUMÉ;1960;1140633;2359;1603467;2809;2032417.00;2769;2306723;2710;2508492.00;2740;2849619.00;2617;2943175.00
RJ;330570;SUMIDOURO;603;223445;910;524130;1111;722249.00;1051;817059;941;940914.00;1190;1109707.00;1301;1491422.00
PE;261450;SURUBIM;5181;2783151;6236;4322204;6940;5179676.00;6950;5827466;6908;7012990.00;7753;7936200.00;7495;8835470.00
PI;221093;SUSSUAPARA;670;437030;683;570088;851;639561.00;830;723273;801;832360.00;957;954454.00;1049;1205374.00
SP;355255;SUZANÁPOLIS;178;78503;192;112296;249;150823.00;204;178202;174;181516.00;250;228098.00;252;278209.00
SP;355250;SUZANO;6063;3977904;6952;5475900;10262;6803573.00;9656;7590721;8537;8405718.00;8537;9143912.00;13343;13023644.00
RS;432085;TABAÍ;145;36434;218;90875;210;117528.00;146;124518;109;105654.00;118;111875.00;122;129324.00
MT;510794;TABAPORÃ;218;48630;261;126917;448;150536.00;573;313912;516;354322.00;684;500607.00;639;569151.00
SP;355260;TABAPUÃ;303;82411;428;182719;546;257300.00;572;343719;414;408644.00;464;371171.00;513;425101.00
AM;130406;TABATINGA;32;24468;1361;573561;1571;1322019.00;2426;2181245;3036;3329718.00;4582;4752385.00;4897;6808887.00
SP;355270;TABATINGA;33;5065;108;24693;328;126256.00;382;208815;547;383850.00;712;619278.00;769;774462.00
PE;261460;TABIRA;2781;1254288;3486;2354460;4104;3079081.00;4079;3569161;3974;4160879.00;4075;4528393.00;4058;4873550.00
SP;355280;TABOÃO DA SERRA;2283;1388730;3175;2086407;5950;3112317.00;6160;4814187;5942;5813752.00;9223;7569515.00;9243;9720942.00
BA;293090;TABOCAS DO BREJO VELHO;1326;1155940;1677;1231201;1693;1366072.00;1699;1565581;1606;1837798.00;1773;2090140.00;1987;2415166.00
RN;241380;TABOLEIRO GRANDE;229;154459;248;167173;303;199740.00;299;234250;271;264875.00;313;309046.00;315;340245.00
MG;316790;TABULEIRO;169;66128;238;147461;308;187266.00;358;249459;356;321538.00;347;348478.00;360;352817.00
CE;231310;TABULEIRO DO NORTE;2443;1236017;3051;2125407;3993;2593565.00;3979;3240587;3709;3710972.00;4421;4320455.00;4345;4883547.00
PE;261470;TACAIMBÓ;1417;1025543;1633;1204354;1667;1326447.00;1916;1523865;1902;1924362.00;2089;2272138.00;2013;2404042.00
PE;261480;TACARATU;1776;810553;2072;1546273;2207;1804826.00;2205;1973357;2121;2353843.00;2175;2605734.00;2364;2862244.00
SP;355290;TACIBA;129;51076;153;98942;295;144003.00;286;169315;254;202520.00;297;242123.00;323;294589.00
PB;251640;TACIMA;1111;760079;1512;979285;1637;1270043.00;1611;1374365;1523;1615166.00;1474;1673770.00;1386;1670046.00
MS;500795;TACURU;148;135555;429;216520;632;413569.00;713;550634;790;838344.00;1157;1172979.00;1233;1551070.00
